Date,Code,Name,Market,Close,sell_close,sell_date,return_pct,peak_180d,ret_180d,Score,Amount,chart_pattern
2023-09-27,083650,비에이치아이,KOSDAQ,8240.0,9820.0,2024-06-27,19.1747572815534,47.69417475728155,19.1747572815534,51.3,5594465600.0,pullback_recovery
2023-10-04,145020,휴젤,KOSDAQ,134400.0,231000.0,2024-06-28,71.875,95.3125,71.875,61.24,48013190400.0,box_breakout
2023-10-05,083650,비에이치아이,KOSDAQ,8380.0,9790.0,2024-07-01,16.825775656324595,45.22673031026252,16.825775656324595,51.81,9014960980.0,mixed
2023-10-06,069620,대웅제약,KOSPI,114100.0,103200.0,2024-07-02,-9.553023663453109,11.831726555652944,-9.553023663453109,60.32,7428138200.0,mixed
2023-10-10,086450,동국제약,KOSDAQ,16640.0,18100.0,2024-07-03,8.774038461538458,20.072115384615373,8.774038461538458,52.43,13321318400.0,new_high_120
2023-10-11,039490,키움증권,KOSPI,107500.0,136000.0,2024-07-04,26.51162790697674,29.488372093023262,26.51162790697674,69.0,47055437500.0,mixed
2023-10-12,034730,SK,KOSPI,159100.0,155000.0,2024-07-05,-2.5769956002514194,33.249528598365806,-2.5769956002514194,49.35,125428712400.0,mixed
2023-10-18,180640,한진칼,KOSPI,44450.0,70000.0,2024-07-11,57.48031496062993,96.6254218222722,57.48031496062993,50.33,8401716750.0,downtrend
2023-10-19,375500,DL이앤씨,KOSPI,33200.0,33400.0,2024-07-12,0.6024096385542244,32.98192771084339,0.6024096385542244,49.87,19293549200.0,box_breakout
2023-10-20,000720,현대건설,KOSPI,37450.0,32900.0,2024-07-15,-12.149532710280376,0.9345794392523255,-12.149532710280376,46.43,46814821900.0,sideways
2023-10-23,048410,현대바이오,KOSDAQ,16067.0,8415.0,2024-07-16,-47.625567934275225,20.819070143772954,-47.625567934275225,49.55,121601772006.0,persistent_uptrend
2023-10-24,082270,젬백스,KOSDAQ,13570.0,11280.0,2024-07-17,-16.87546057479735,12.82240235814296,-16.87546057479735,45.73,5140899510.0,mixed
2023-10-25,005300,롯데칠성,KOSPI,144000.0,135200.0,2024-07-18,-6.111111111111112,13.263888888888896,-6.111111111111112,50.46,10696032000.0,mixed
2023-10-27,294870,IPARK현대산업개발,KOSPI,11700.0,20500.0,2024-07-22,75.21367521367522,87.6068376068376,75.21367521367522,57.08,9587611800.0,box_breakout
